sale_id,sale_date,customer_id,car_make,car_model,car_year,category,color,mileage,sale_price,payment_method,dealership,salesperson,state,commission
SALE20244557,2024-07-17,CUST14557,BMW,3 Series,2023,Luxury,Gray,15,48828.16,Finance,South Bay Autos,Jennifer Martinez,CA,1993.37
SALE20243193,2024-07-17,CUST13193,Toyota,Corolla,2024,Sedan,Blue,27,22120.4,Cash,Eastside Dealers,Mary Jackson,OH,912.13
SALE20243972,2024-07-17,CUST13972,Mazda,Mazda3,2023,Sedan,Green,11,23623.74,Lease,North Point Cars,Emily Davis,NY,680.01
SALE20244230,2024-07-17,CUST14230,Hyundai,Tucson,2023,SUV,Brown,37,28312.27,Finance,Eastside Dealers,Sarah Johnson,FL,752.25
SALE20242321,2024-07-17,CUST12321,Mercedes,GLE,2024,Luxury,Gray,43,66423.02,Finance,Westside Auto,James Thomas,OH,3126.11
SALE20243083,2024-07-17,CUST13083,Tesla,Model Y,2024,Electric,Blue,13,55391.21,Lease,Westside Auto,Lisa Taylor,PA,1896.57
SALE20242080,2024-07-17,CUST12080,Honda,CR-V,2023,SUV,Red,42,36369.69,Lease,South Bay Autos,John Smith,NC,1434.44
SALE20241311,2024-07-17,CUST11311,Honda,Civic,2024,Sedan,Black,33,23201.32,Finance,Westside Auto,Jennifer Martinez,GA,879.56
SALE20243858,2024-07-17,CUST13858,Nissan,Altima,2024,Sedan,Silver,25,27657.26,Finance,Eastside Dealers,Lisa Taylor,OH,1158.25
SALE20242091,2024-07-17,CUST12091,Toyota,Corolla,2024,Sedan,White,15,20919.41,Finance,Westside Auto,John Smith,NC,595.41
SALE20244801,2024-07-17,CUST14801,Nissan,Rogue,2023,SUV,Silver,40,34221.6,Finance,South Bay Autos,Michael Brown,CA,1125.92
SALE20241435,2024-07-17,CUST11435,BMW,3 Series,2023,Luxury,Red,30,48208.99,Finance,Westside Auto,Mary Jackson,OH,1263.75
SALE20243482,2024-07-17,CUST13482,Tesla,Model 3,2024,Electric,White,43,42927.49,Lease,Eastside Dealers,James Thomas,NY,918.02
SALE20242746,2024-07-18,CUST12746,Toyota,Camry,2023,Sedan,Brown,41,27695.33,Lease,North Point Cars,Lisa Taylor,GA,562.69
SALE20241360,2024-07-18,CUST11360,Ford,F-150,2023,Truck,Blue,45,46546.77,Finance,Westside Auto,John Smith,GA,935.2
SALE20241620,2024-07-18,CUST11620,Tesla,Model 3,2023,Electric,Red,39,49299.2,Finance,North Point Cars,John Smith,TX,1246.15
SALE20244359,2024-07-18,CUST14359,BMW,X5,2024,Luxury,Silver,42,70075.61,Lease,Downtown Motors,James Thomas,FL,2569.09
SALE20243191,2024-07-18,CUST13191,Mercedes,GLE,2023,Luxury,Gray,47,63362.86,Finance,Downtown Motors,Michael Brown,OH,2512.03
SALE20244918,2024-07-18,CUST14918,Honda,CR-V,2023,SUV,Brown,31,33590.73,Cash,Eastside Dealers,John Smith,CA,1428.01
SALE20242299,2024-07-18,CUST12299,Nissan,Rogue,2023,SUV,White,29,31125.87,Finance,Eastside Dealers,John Smith,GA,1324.52
SALE20240531,2024-07-18,CUST10531,Honda,Civic,2023,Sedan,Blue,20,25656.92,Finance,Eastside Dealers,Robert Wilson,OH,799.15
SALE20240148,2024-07-18,CUST10148,BMW,X5,2024,Luxury,Green,27,62315.95,Finance,Eastside Dealers,John Smith,PA,1697.1
SALE20240804,2024-07-18,CUST10804,Ford,F-150,2024,Truck,Gray,24,40991.43,Finance,Eastside Dealers,Lisa Taylor,FL,1542.29
SALE20240658,2024-07-18,CUST10658,Chevrolet,Equinox,2024,SUV,Brown,47,30870.72,Finance,Downtown Motors,Emily Davis,PA,931.87
SALE20240897,2024-07-18,CUST10897,Honda,CR-V,2023,SUV,Black,48,32074.24,Cash,Downtown Motors,Jennifer Martinez,NC,869.06
SALE20243522,2024-07-18,CUST13522,Tesla,Model Y,2024,Electric,Red,16,53851.1,Finance,Westside Auto,Mary Jackson,FL,1824.48
SALE20244480,2024-07-18,CUST14480,Chevrolet,Equinox,2024,SUV,Blue,21,30773.92,Finance,Downtown Motors,Mary Jackson,NY,912.71
SALE20242407,2024-07-18,CUST12407,Tesla,Model 3,2024,Electric,Red,35,43949.42,Finance,North Point Cars,Robert Wilson,OH,908.73
SALE20244865,2024-07-18,CUST14865,Hyundai,Sonata,2024,Sedan,Brown,38,29677.88,Cash,Eastside Dealers,Jennifer Martinez,MI,778.69
SALE20244767,2024-07-18,CUST14767,Tesla,Model Y,2024,Electric,Green,31,54833.46,Cash,South Bay Autos,John Smith,GA,1649.23
SALE20240712,2024-07-19,CUST10712,Toyota,RAV4,2024,SUV,Black,40,32536.64,Lease,North Point Cars,Lisa Taylor,MI,1625.88
SALE20244810,2024-07-19,CUST14810,Mazda,CX-5,2024,SUV,Silver,31,33305.07,Finance,Westside Auto,Robert Wilson,NY,862.08
SALE20240394,2024-07-19,CUST10394,Mercedes,GLE,2024,Luxury,Silver,40,62557.73,Finance,Eastside Dealers,Jennifer Martinez,CA,1516.48
SALE20241591,2024-07-19,CUST11591,Tesla,Model 3,2023,Electric,White,10,43313.44,Lease,Downtown Motors,David Anderson,NC,1734.68
SALE20240461,2024-07-19,CUST10461,Toyota,Corolla,2024,Sedan,Silver,12,23290.04,Lease,Westside Auto,Robert Wilson,OH,1146.75
SALE20242828,2024-07-19,CUST12828,Tesla,Model Y,2024,Electric,Silver,6,57694.44,Finance,South Bay Autos,Michael Brown,IL,2607.61
SALE20241258,2024-07-19,CUST11258,Nissan,Altima,2024,Sedan,Red,12,26694.21,Finance,Downtown Motors,Robert Wilson,FL,1115.27
SALE20242533,2024-07-19,CUST12533,Chevrolet,Silverado,2024,Truck,Gray,35,42140.68,Cash,Westside Auto,Lisa Taylor,GA,848.6
SALE20244430,2024-07-19,CUST14430,Tesla,Model Y,2024,Electric,Blue,19,56287.79,Cash,North Point Cars,John Smith,GA,1710.98
SALE20243239,2024-07-19,CUST13239,Chevrolet,Silverado,2024,Truck,Blue,17,45814.03,Lease,South Bay Autos,Lisa Taylor,MI,1628.74
SALE20244897,2024-07-20,CUST14897,Chevrolet,Silverado,2023,Truck,White,10,41031.25,Finance,South Bay Autos,John Smith,IL,1406.13
SALE20240173,2024-07-20,CUST10173,Mercedes,C-Class,2023,Luxury,Gray,43,49989.41,Finance,Westside Auto,John Smith,CA,2323.02
SALE20242132,2024-07-20,CUST12132,Honda,Civic,2024,Sedan,Silver,39,25642.06,Lease,Downtown Motors,John Smith,PA,1281.97
SALE20241718,2024-07-20,CUST11718,Hyundai,Sonata,2024,Sedan,Blue,20,27170.62,Finance,South Bay Autos,James Thomas,MI,1113.08
SALE20244040,2024-07-20,CUST14040,Hyundai,Sonata,2024,Sedan,Red,6,27816.6,Finance,South Bay Autos,Emily Davis,CA,616.04
SALE20242134,2024-07-20,CUST12134,Chevrolet,Equinox,2024,SUV,Silver,9,32814.51,Cash,Downtown Motors,Emily Davis,GA,1129.92
SALE20240727,2024-07-20,CUST10727,Toyota,RAV4,2024,SUV,Silver,48,34625.13,Cash,South Bay Autos,James Thomas,IL,1420.45
SALE20241333,2024-07-20,CUST11333,Honda,CR-V,2024,SUV,Gray,36,32082.41,Finance,Eastside Dealers,Sarah Johnson,PA,657.0
SALE20242454,2024-07-20,CUST12454,Chevrolet,Silverado,2024,Truck,Brown,36,39471.91,Lease,Westside Auto,Jennifer Martinez,TX,1006.23
SALE20240051,2024-07-20,CUST10051,Nissan,Altima,2023,Sedan,White,21,28697.72,Finance,Downtown Motors,Michael Brown,GA,900.34
SALE20243236,2024-07-20,CUST13236,Tesla,Model Y,2023,Electric,Gray,41,57153.9,Lease,Westside Auto,Michael Brown,GA,2204.99
SALE20240488,2024-07-20,CUST10488,Honda,CR-V,2024,SUV,Black,10,32222.45,Finance,North Point Cars,John Smith,NC,1029.69
SALE20242066,2024-07-20,CUST12066,BMW,3 Series,2024,Luxury,Green,30,51631.79,Finance,North Point Cars,David Anderson,PA,2508.33
SALE20240920,2024-07-20,CUST10920,Hyundai,Tucson,2024,SUV,Black,30,31611.15,Cash,Westside Auto,Emily Davis,GA,727.28
SALE20243620,2024-07-20,CUST13620,Toyota,Camry,2023,Sedan,Red,23,31677.82,Lease,Downtown Motors,Sarah Johnson,CA,756.65
SALE20243758,2024-07-20,CUST13758,Mercedes,C-Class,2024,Luxury,Blue,22,52124.17,Finance,South Bay Autos,Lisa Taylor,NY,1978.96
SALE20241298,2024-07-20,CUST11298,Mercedes,GLE,2024,Luxury,Blue,32,66875.66,Cash,Eastside Dealers,Emily Davis,IL,2148.52
SALE20240509,2024-07-20,CUST10509,Nissan,Rogue,2024,SUV,White,20,35272.66,Cash,South Bay Autos,Lisa Taylor,CA,1254.33
SALE20243593,2024-07-20,CUST13593,Hyundai,Tucson,2024,SUV,Gray,30,30071.14,Cash,South Bay Autos,James Thomas,OH,751.2
SALE20240500,2024-07-20,CUST10500,Hyundai,Tucson,2024,SUV,Green,41,28834.84,Lease,South Bay Autos,Mary Jackson,NY,708.83
SALE20242859,2024-07-20,CUST12859,Ford,F-150,2024,Truck,Gray,19,45983.17,Finance,North Point Cars,Sarah Johnson,IL,2220.56
SALE20240972,2024-07-21,CUST10972,Toyota,Camry,2024,Sedan,Gray,31,31861.85,Finance,South Bay Autos,Robert Wilson,IL,1280.82
SALE20240202,2024-07-21,CUST10202,Ford,Escape,2024,SUV,Gray,39,33398.72,Cash,South Bay Autos,David Anderson,PA,1664.05
SALE20240297,2024-07-21,CUST10297,BMW,X5,2023,Luxury,Green,14,62133.27,Finance,Westside Auto,Michael Brown,IL,1307.25
SALE20241733,2024-07-21,CUST11733,BMW,X5,2024,Luxury,Silver,27,70992.57,Lease,Westside Auto,Michael Brown,MI,2365.66
SALE20240125,2024-07-21,CUST10125,Chevrolet,Silverado,2024,Truck,Gray,38,43966.44,Lease,Eastside Dealers,Sarah Johnson,NC,1551.95
SALE20240510,2024-07-21,CUST10510,Mazda,Mazda3,2023,Sedan,Green,30,22509.48,Lease,South Bay Autos,John Smith,NY,1047.41
SALE20241367,2024-07-21,CUST11367,Honda,Civic,2024,Sedan,White,8,24367.73,Finance,Eastside Dealers,Mary Jackson,CA,1015.73
SALE20243559,2024-07-21,CUST13559,Hyundai,Sonata,2024,Sedan,Gray,10,29202.26,Finance,Downtown Motors,John Smith,MI,731.19
SALE20241109,2024-07-21,CUST11109,Mazda,CX-5,2024,SUV,Silver,5,29876.01,Finance,Eastside Dealers,Emily Davis,NC,629.85
SALE20240321,2024-07-21,CUST10321,Mazda,CX-5,2024,SUV,Silver,15,28708.37,Lease,Downtown Motors,Lisa Taylor,FL,1411.45
SALE20241370,2024-07-21,CUST11370,Mazda,CX-5,2023,SUV,Black,8,29429.9,Finance,Westside Auto,Sarah Johnson,IL,1157.85
SALE20240121,2024-07-21,CUST10121,Nissan,Rogue,2023,SUV,Gray,12,29789.65,Lease,Eastside Dealers,Michael Brown,IL,602.7
SALE20242088,2024-07-21,CUST12088,Honda,Civic,2024,Sedan,Black,29,23578.89,Finance,North Point Cars,David Anderson,MI,861.68
SALE20243930,2024-07-21,CUST13930,Honda,Civic,2024,Sedan,Silver,36,26497.33,Finance,South Bay Autos,Lisa Taylor,MI,752.6
SALE20243552,2024-07-21,CUST13552,Honda,Civic,2024,Sedan,Green,22,25210.34,Finance,South Bay Autos,Lisa Taylor,MI,1239.24
SALE20241394,2024-07-21,CUST11394,Mercedes,C-Class,2023,Luxury,Green,46,51906.16,Finance,Westside Auto,David Anderson,TX,1744.55
SALE20242059,2024-07-22,CUST12059,Honda,Accord,2023,Sedan,White,31,32673.54,Finance,North Point Cars,Emily Davis,CA,676.54
SALE20241385,2024-07-22,CUST11385,Hyundai,Tucson,2023,SUV,White,5,30251.81,Finance,North Point Cars,Lisa Taylor,OH,1128.48
SALE20244751,2024-07-22,CUST14751,Toyota,RAV4,2024,SUV,Green,37,30925.07,Finance,North Point Cars,James Thomas,GA,1326.36
SALE20243627,2024-07-22,CUST13627,BMW,X5,2024,Luxury,White,7,65062.34,Cash,Westside Auto,Emily Davis,NC,2155.5
SALE20243807,2024-07-22,CUST13807,Ford,Escape,2023,SUV,Black,14,32599.46,Cash,Eastside Dealers,David Anderson,PA,776.69
SALE20243368,2024-07-22,CUST13368,Nissan,Altima,2023,Sedan,Black,12,28787.84,Lease,Eastside Dealers,David Anderson,PA,1291.58
SALE20240163,2024-07-22,CUST10163,Mazda,CX-5,2024,SUV,Green,46,32813.22,Lease,North Point Cars,Sarah Johnson,FL,729.27
SALE20243954,2024-07-22,CUST13954,Toyota,RAV4,2024,SUV,Green,43,36483.68,Lease,Westside Auto,Robert Wilson,GA,873.96
SALE20242793,2024-07-22,CUST12793,Toyota,RAV4,2023,SUV,Red,28,33480.2,Finance,Eastside Dealers,Emily Davis,NY,1179.53
SALE20244745,2024-07-22,CUST14745,Ford,Escape,2024,SUV,Blue,48,31982.24,Cash,Downtown Motors,John Smith,CA,803.37
SALE20240911,2024-07-22,CUST10911,BMW,X5,2024,Luxury,Black,29,70651.03,Finance,Westside Auto,James Thomas,OH,2262.63
SALE20241706,2024-07-22,CUST11706,Honda,Civic,2024,Sedan,White,39,24205.68,Lease,South Bay Autos,Robert Wilson,MI,664.68
SALE20241841,2024-07-22,CUST11841,Chevrolet,Silverado,2024,Truck,Silver,22,44753.92,Lease,Downtown Motors,Emily Davis,CA,1078.63
SALE20241922,2024-07-22,CUST11922,Tesla,Model Y,2024,Electric,Gray,22,56000.47,Lease,Westside Auto,Mary Jackson,PA,1430.79
SALE20242252,2024-07-22,CUST12252,Tesla,Model 3,2023,Electric,Silver,44,44162.1,Lease,South Bay Autos,Jennifer Martinez,FL,1539.1
SALE20244666,2024-07-23,CUST14666,Chevrolet,Silverado,2023,Truck,Red,16,39290.82,Lease,Downtown Motors,Jennifer Martinez,NY,1746.89
SALE20243060,2024-07-23,CUST13060,BMW,3 Series,2024,Luxury,Red,30,42954.39,Finance,South Bay Autos,David Anderson,MI,1370.95
SALE20241268,2024-07-23,CUST11268,Hyundai,Sonata,2024,Sedan,Green,26,29120.25,Finance,Downtown Motors,Michael Brown,CA,668.72
SALE20243681,2024-07-23,CUST13681,Mazda,Mazda3,2024,Sedan,Red,15,22724.02,Finance,North Point Cars,Jennifer Martinez,FL,1108.12
SALE20243496,2024-07-23,CUST13496,Chevrolet,Malibu,2024,Sedan,Green,7,28945.39,Finance,North Point Cars,Robert Wilson,GA,1067.05
SALE20242682,2024-07-23,CUST12682,Mazda,CX-5,2024,SUV,Red,45,34378.38,Finance,Downtown Motors,John Smith,IL,1206.0
SALE20241305,2024-07-24,CUST11305,Toyota,RAV4,2024,SUV,Gray,45,31397.95,Finance,South Bay Autos,David Anderson,MI,919.71
SALE20243984,2024-07-24,CUST13984,Nissan,Rogue,2023,SUV,Red,5,31441.29,Finance,Downtown Motors,Lisa Taylor,CA,1470.93
SALE20240425,2024-07-24,CUST10425,Nissan,Rogue,2024,SUV,Blue,17,33518.29,Cash,South Bay Autos,Michael Brown,GA,1525.65
SALE20243585,2024-07-24,CUST13585,BMW,3 Series,2024,Luxury,Black,6,46700.8,Lease,South Bay Autos,Michael Brown,IL,1069.12
SALE20242181,2024-07-24,CUST12181,Hyundai,Tucson,2024,SUV,White,30,32292.4,Finance,North Point Cars,Michael Brown,CA,1385.03
SALE20244614,2024-07-24,CUST14614,Tesla,Model 3,2023,Electric,White,43,43509.31,Lease,North Point Cars,Robert Wilson,IL,932.81
SALE20243845,2024-07-24,CUST13845,Hyundai,Tucson,2024,SUV,Green,48,29185.54,Finance,Eastside Dealers,Mary Jackson,MI,990.64
SALE20243786,2024-07-24,CUST13786,Toyota,Camry,2023,Sedan,Black,15,30899.96,Finance,North Point Cars,Emily Davis,CA,942.63
SALE20240941,2024-07-24,CUST10941,Nissan,Rogue,2024,SUV,Green,49,29797.18,Lease,Westside Auto,James Thomas,MI,1014.69
SALE20242496,2024-07-24,CUST12496,Chevrolet,Malibu,2024,Sedan,Gray,40,27614.73,Lease,Eastside Dealers,Jennifer Martinez,MI,1313.23
SALE20240295,2024-07-24,CUST10295,Chevrolet,Malibu,2024,Sedan,Black,17,28268.68,Finance,South Bay Autos,Sarah Johnson,CA,1330.74
SALE20243698,2024-07-24,CUST13698,Nissan,Altima,2023,Sedan,White,38,26902.68,Finance,South Bay Autos,Sarah Johnson,NY,794.67
SALE20242577,2024-07-24,CUST12577,Tesla,Model 3,2024,Electric,Brown,18,51063.0,Finance,South Bay Autos,John Smith,PA,1724.04
SALE20242002,2024-07-24,CUST12002,Nissan,Altima,2024,Sedan,Red,39,26974.87,Lease,Westside Auto,John Smith,CA,799.88
SALE20240007,2024-07-24,CUST10007,Ford,Escape,2023,SUV,Red,13,28897.13,Finance,Westside Auto,David Anderson,GA,791.75
SALE20242503,2024-07-24,CUST12503,Hyundai,Sonata,2024,Sedan,White,18,26250.47,Lease,Westside Auto,Jennifer Martinez,OH,825.36
SALE20244249,2024-07-25,CUST14249,Ford,Explorer,2023,SUV,Silver,25,37713.11,Finance,Westside Auto,Lisa Taylor,GA,1407.36
SALE20241184,2024-07-25,CUST11184,BMW,X5,2023,Luxury,Blue,39,71588.77,Finance,North Point Cars,Michael Brown,OH,3214.05
SALE20240429,2024-07-25,CUST10429,Nissan,Altima,2024,Sedan,Silver,26,25675.12,Finance,North Point Cars,James Thomas,TX,1242.94
SALE20242113,2024-07-25,CUST12113,Mazda,Mazda3,2024,Sedan,Brown,14,26260.28,Finance,Westside Auto,Michael Brown,FL,905.04
SALE20240699,2024-07-25,CUST10699,Chevrolet,Silverado,2024,Truck,Silver,43,43177.34,Finance,Downtown Motors,David Anderson,IL,1033.61
SALE20243678,2024-07-25,CUST13678,Mercedes,C-Class,2024,Luxury,White,23,49965.84,Lease,North Point Cars,Michael Brown,OH,2272.27
SALE20241350,2024-07-25,CUST11350,BMW,3 Series,2024,Luxury,Brown,13,50568.14,Finance,North Point Cars,David Anderson,OH,2207.2
SALE20242045,2024-07-25,CUST12045,BMW,3 Series,2024,Luxury,Black,41,44903.45,Cash,South Bay Autos,James Thomas,NC,2244.19
SALE20240018,2024-07-25,CUST10018,Mazda,Mazda3,2023,Sedan,Black,16,23919.72,Finance,Westside Auto,James Thomas,GA,678.28
SALE20240795,2024-07-25,CUST10795,Tesla,Model 3,2023,Electric,White,18,50146.75,Finance,North Point Cars,Michael Brown,OH,1716.68
SALE20243947,2024-07-25,CUST13947,Tesla,Model Y,2024,Electric,White,18,54648.19,Finance,Eastside Dealers,David Anderson,GA,2344.28
SALE20244449,2024-07-26,CUST14449,Mercedes,C-Class,2024,Luxury,Black,13,46614.75,Lease,North Point Cars,David Anderson,NY,1051.51
SALE20241728,2024-07-26,CUST11728,Tesla,Model 3,2023,Electric,Silver,45,49799.51,Finance,North Point Cars,Robert Wilson,CA,1494.98
SALE20242468,2024-07-26,CUST12468,BMW,X5,2024,Luxury,Black,23,71159.16,Finance,Westside Auto,Jennifer Martinez,IL,3324.53
SALE20241467,2024-07-26,CUST11467,Tesla,Model Y,2023,Electric,Blue,25,58234.28,Finance,Westside Auto,Michael Brown,PA,2201.45
SALE20242929,2024-07-26,CUST12929,Honda,Civic,2023,Sedan,Gray,26,27304.41,Finance,South Bay Autos,Sarah Johnson,TX,1181.98
SALE20241873,2024-07-26,CUST11873,Toyota,RAV4,2024,SUV,Brown,19,34024.93,Cash,Westside Auto,David Anderson,GA,762.06
SALE20242358,2024-07-26,CUST12358,Hyundai,Sonata,2024,Sedan,Green,40,27954.88,Cash,Eastside Dealers,Lisa Taylor,CA,1105.64
SALE20240294,2024-07-26,CUST10294,BMW,3 Series,2023,Luxury,Gray,19,47753.58,Finance,Downtown Motors,Michael Brown,TX,1142.34
SALE20242805,2024-07-26,CUST12805,Mazda,CX-5,2024,SUV,Gray,41,33608.46,Lease,South Bay Autos,John Smith,FL,719.43
SALE20244108,2024-07-26,CUST14108,BMW,X5,2023,Luxury,White,12,72032.66,Finance,South Bay Autos,Jennifer Martinez,CA,1931.91
SALE20242277,2024-07-26,CUST12277,Ford,F-150,2024,Truck,Red,23,46660.74,Lease,North Point Cars,Robert Wilson,OH,1736.26
SALE20242260,2024-07-26,CUST12260,Nissan,Altima,2023,Sedan,Red,25,26809.96,Lease,North Point Cars,James Thomas,NY,1110.05
SALE20244811,2024-07-26,CUST14811,Honda,Civic,2024,Sedan,Black,18,25212.43,Finance,Downtown Motors,Sarah Johnson,OH,1234.3
SALE20243759,2024-07-26,CUST13759,Tesla,Model 3,2024,Electric,Brown,35,51260.66,Finance,Westside Auto,David Anderson,CA,1430.15
SALE20243895,2024-07-27,CUST13895,Chevrolet,Equinox,2024,SUV,Red,25,28923.12,Lease,Westside Auto,Jennifer Martinez,MI,1387.76
SALE20243927,2024-07-27,CUST13927,Mercedes,GLE,2023,Luxury,Black,43,70196.78,Lease,Westside Auto,Emily Davis,NC,1632.6
SALE20240751,2024-07-27,CUST10751,Hyundai,Sonata,2023,Sedan,White,40,26413.82,Finance,Eastside Dealers,Mary Jackson,TX,1044.57
SALE20244463,2024-07-27,CUST14463,Chevrolet,Silverado,2024,Truck,Silver,24,41998.21,Finance,South Bay Autos,Michael Brown,OH,1498.28
SALE20244393,2024-07-27,CUST14393,Mazda,Mazda3,2024,Sedan,Green,30,24391.31,Finance,Downtown Motors,Emily Davis,NY,639.76
SALE20240032,2024-07-27,CUST10032,Nissan,Rogue,2023,SUV,Gray,26,34096.76,Lease,Westside Auto,Michael Brown,OH,1482.24
SALE20241507,2024-07-27,CUST11507,Toyota,Camry,2024,Sedan,Blue,8,30415.9,Lease,South Bay Autos,Emily Davis,GA,1000.43
SALE20241119,2024-07-27,CUST11119,Toyota,Camry,2024,Sedan,Gray,46,28101.61,Lease,South Bay Autos,James Thomas,GA,760.77
SALE20240668,2024-07-27,CUST10668,Chevrolet,Malibu,2023,Sedan,Black,37,28192.69,Lease,North Point Cars,Michael Brown,NY,1352.91
SALE20244748,2024-07-27,CUST14748,Toyota,Camry,2023,Sedan,Green,16,28489.01,Finance,Eastside Dealers,Robert Wilson,NY,723.19
SALE20242926,2024-07-27,CUST12926,Nissan,Rogue,2024,SUV,Green,15,33003.5,Finance,Downtown Motors,Emily Davis,TX,1361.41
SALE20244488,2024-07-28,CUST14488,Ford,F-150,2024,Truck,Gray,45,42689.91,Finance,Eastside Dealers,David Anderson,NY,1904.01
SALE20243184,2024-07-28,CUST13184,Chevrolet,Malibu,2024,Sedan,Green,23,29865.57,Finance,Westside Auto,Jennifer Martinez,NC,1292.85
SALE20243098,2024-07-28,CUST13098,Hyundai,Tucson,2024,SUV,White,18,30419.61,Finance,Westside Auto,Jennifer Martinez,NY,1364.88
SALE20243907,2024-07-28,CUST13907,Nissan,Rogue,2024,SUV,Silver,40,32025.53,Lease,Downtown Motors,James Thomas,TX,873.33
SALE20240315,2024-07-28,CUST10315,Mazda,CX-5,2024,SUV,Blue,40,31824.67,Finance,Eastside Dealers,Sarah Johnson,CA,1438.34
SALE20242218,2024-07-28,CUST12218,Tesla,Model Y,2024,Electric,Green,46,50445.24,Finance,South Bay Autos,Lisa Taylor,FL,2394.16
SALE20243008,2024-07-28,CUST13008,Mercedes,GLE,2024,Luxury,Silver,34,68861.14,Finance,Westside Auto,Emily Davis,CA,1435.53
SALE20242456,2024-07-29,CUST12456,Ford,Escape,2024,SUV,Blue,41,31673.61,Finance,South Bay Autos,Michael Brown,IL,907.11
SALE20243797,2024-07-29,CUST13797,Nissan,Altima,2024,Sedan,Red,34,27148.72,Finance,Westside Auto,James Thomas,OH,991.05
SALE20243737,2024-07-29,CUST13737,Ford,Explorer,2023,SUV,Green,25,41941.39,Lease,Westside Auto,Michael Brown,NC,1223.88
SALE20243302,2024-07-29,CUST13302,Mazda,CX-5,2023,SUV,Silver,18,34470.62,Finance,North Point Cars,John Smith,IL,1256.08
SALE20242111,2024-07-29,CUST12111,BMW,3 Series,2024,Luxury,Brown,27,43269.96,Finance,South Bay Autos,Lisa Taylor,GA,1196.01
SALE20240033,2024-07-29,CUST10033,Hyundai,Tucson,2024,SUV,Gray,35,33122.98,Finance,Eastside Dealers,Sarah Johnson,OH,883.49
SALE20242610,2024-07-29,CUST12610,Chevrolet,Malibu,2024,Sedan,Black,26,28348.07,Finance,Downtown Motors,James Thomas,OH,921.19
SALE20242649,2024-07-29,CUST12649,Tesla,Model Y,2024,Electric,White,9,59632.07,Finance,Downtown Motors,John Smith,MI,1299.85
SALE20242317,2024-07-29,CUST12317,Ford,F-150,2023,Truck,Silver,42,44311.04,Finance,Downtown Motors,David Anderson,TX,1416.82
SALE20243595,2024-07-29,CUST13595,Tesla,Model Y,2024,Electric,Blue,49,51422.09,Cash,Downtown Motors,Michael Brown,TX,1331.18
SALE20242717,2024-07-29,CUST12717,Nissan,Altima,2024,Sedan,Silver,8,26593.5,Lease,Downtown Motors,Robert Wilson,MI,920.3
SALE20244794,2024-07-29,CUST14794,Mercedes,GLE,2024,Luxury,Silver,46,65985.91,Cash,Westside Auto,James Thomas,FL,2491.37
SALE20240820,2024-07-29,CUST10820,Chevrolet,Silverado,2023,Truck,Brown,11,44140.36,Finance,Downtown Motors,Mary Jackson,FL,1677.16
SALE20243357,2024-07-29,CUST13357,Chevrolet,Silverado,2023,Truck,Silver,15,44732.5,Finance,North Point Cars,Jennifer Martinez,PA,899.01
SALE20244110,2024-07-29,CUST14110,Mazda,Mazda3,2024,Sedan,Black,47,24973.17,Cash,Eastside Dealers,John Smith,GA,903.26
SALE20243178,2024-07-30,CUST13178,Toyota,Camry,2023,Sedan,Gray,50,28444.57,Finance,Eastside Dealers,Emily Davis,FL,1175.71
SALE20241269,2024-07-30,CUST11269,Toyota,Camry,2024,Sedan,Blue,20,30682.72,Lease,Eastside Dealers,Jennifer Martinez,PA,868.29
SALE20243286,2024-07-30,CUST13286,Chevrolet,Silverado,2024,Truck,White,15,40198.51,Finance,Eastside Dealers,James Thomas,NY,1722.46
SALE20240529,2024-07-30,CUST10529,Mazda,Mazda3,2024,Sedan,Blue,18,22588.3,Finance,South Bay Autos,Jennifer Martinez,NC,843.04
SALE20244642,2024-07-30,CUST14642,Hyundai,Tucson,2024,SUV,Gray,20,31038.44,Lease,Eastside Dealers,David Anderson,FL,1203.55
SALE20244948,2024-07-30,CUST14948,Toyota,RAV4,2023,SUV,White,5,30939.75,Finance,North Point Cars,Lisa Taylor,GA,1170.52
SALE20240343,2024-07-30,CUST10343,Toyota,RAV4,2024,SUV,Silver,34,35973.43,Lease,Westside Auto,Jennifer Martinez,OH,874.04
SALE20242906,2024-07-30,CUST12906,Honda,Civic,2023,Sedan,Green,37,27054.36,Finance,North Point Cars,Emily Davis,FL,782.11
SALE20244173,2024-07-30,CUST14173,Tesla,Model Y,2023,Electric,White,40,59622.75,Finance,Westside Auto,Jennifer Martinez,GA,1285.12
SALE20243310,2024-07-30,CUST13310,Chevrolet,Malibu,2024,Sedan,White,26,26466.71,Lease,North Point Cars,Robert Wilson,GA,648.27
SALE20242641,2024-07-30,CUST12641,Honda,CR-V,2024,SUV,Green,40,33911.62,Finance,North Point Cars,John Smith,NC,1608.93
SALE20241891,2024-07-30,CUST11891,Chevrolet,Malibu,2024,Sedan,Silver,41,26450.73,Cash,Westside Auto,John Smith,CA,872.48
SALE20242856,2024-07-30,CUST12856,Tesla,Model 3,2024,Electric,Black,23,46632.21,Finance,Westside Auto,Michael Brown,GA,2011.7
SALE20240276,2024-07-31,CUST10276,Tesla,Model Y,2023,Electric,Black,10,56698.83,Finance,South Bay Autos,Michael Brown,IL,2003.69
SALE20244355,2024-07-31,CUST14355,Tesla,Model 3,2024,Electric,Gray,37,51133.4,Finance,Westside Auto,Jennifer Martinez,OH,1440.47
